Name,Location,City,P.O Box,Phone,Mobile,Company page link,Logo url
India Palace Authentic Indian Cuisine,Safeer Mall,"Sharjah, UAE",N/A,+97165374331,N/A,https://www.yellowpages-uae.com/india-palace-authentic-indian-cuisine-147327.html,N/A
India Palace Restaurant,Garhoud,"Dubai, UAE",26016,+97142869600,N/A,https://www.yellowpages-uae.com/india-palace-restaurant-105563.html,N/A
Indian By Nature Vegetarian Restaurant,"Near National Hospital, Najda Street","Abu Dhabi, UAE",N/A,+97126677898,+971565511066,https://www.yellowpages-uae.com/indian-by-nature-vegetarian-restaurant-175584.html,N/A
Indigo Restaurant,"Beach Rotana, Al Zahiyah","Abu Dhabi, UAE",N/A,+97126979334,+97126979000,https://www.yellowpages-uae.com/indigo-restaurant-175702.html,N/A
Intercat Trading Company LLC,Karama,"Dubai, UAE",52044,+97143345212,N/A,https://www.yellowpages-uae.com/intercat-trading-company-llc-108491.html,N/A
Iqbal Restaurant,Hamdan St,"Abu Dhabi, UAE",46695,+97126727224,N/A,https://www.yellowpages-uae.com/iqbal-restaurant-138795.html,N/A
Iran Zamin Restaurant,"Sheikh Mohammed Bin Boulevard Centre, Downtown","Dubai, UAE",42317,+97144476655,N/A,https://www.yellowpages-uae.com/iran-zamin-restaurant-126381.html,N/A
Irish Village,Garhoud,"Dubai, UAE",N/A,+97142824750,N/A,https://www.yellowpages-uae.com/irish-village-175621.html,N/A
Isfahan Night Restaurant,Old Airport Rd,"Abu Dhabi, UAE",32890,+97124466122,N/A,https://www.yellowpages-uae.com/isfahan-night-restaurant-142505.html,N/A
Isfahan Restaurant,"Near Sharjah Cinema, Mina St","Sharjah, UAE",4441,+97165697727,N/A,https://www.yellowpages-uae.com/isfahan-restaurant-129546.html,N/A
Istanboul Flower Restaurant & Cafeteria,Shk Zayed Rd,"Dubai, UAE",72730,+97143434585,N/A,https://www.yellowpages-uae.com/istanboul-flower-restaurant-cafeteria-151050.html,N/A
Istanbouli Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97126212557,N/A,https://www.yellowpages-uae.com/istanbouli-restaurant-145582.html,N/A
Istanbul Flower Restaurant and Cafeteria,"64, Food Court, Al Razi Bldg, DHCC","Dubai, UAE",72730,+97144495330,N/A,https://www.yellowpages-uae.com/istanbul-flower-restaurant-and-cafeteria-115876.html,N/A
ITC Restaurant,"Gate Building, Near to Burj 2000 Bldg, Rolla","Sharjah, UAE",N/A,+97165635017,N/A,https://www.yellowpages-uae.com/itc-restaurant-144051.html,N/A
Its Malabar Restaurant LLC,"Baghdad St, Al Qusais","Dubai, UAE",239287,+97142520004,+971505832495,https://www.yellowpages-uae.com/its-malabar-restaurant-llc-175252.html,N/A
Itsu,"Emaar Building, Near Spinneys, Marina Walk","Dubai, UAE",N/A,+97143626351,N/A,https://www.yellowpages-uae.com/itsu-175639.html,N/A
Jaam E Jam Restaurant & Cafe,Jumeira 1,"Dubai, UAE",51777,+97143441717,N/A,https://www.yellowpages-uae.com/jaam-e-jam-restaurant-cafe-147390.html,N/A
Jabal Al Noor Cafeteria & Restaurant,"Mai Tower, Near Lulu Hypermarket, Al Nahda","Dubai, UAE",N/A,+97142963330,+971554431181,https://www.yellowpages-uae.com/jabal-al-noor-cafeteria-restaurant-175230.html,N/A
Jabal Al Rahma Cafeteria & Restaurant,Hor Al Anz,"Dubai, UAE",N/A,+97142970447,N/A,https://www.yellowpages-uae.com/jabal-al-rahma-cafeteria-restaurant-147660.html,N/A
Jabal Safad Restaurant and Cafeteria,Opp Madina S/Market,"Fujairah, UAE",3796,+97192242088,N/A,https://www.yellowpages-uae.com/jabal-safad-restaurant-and-cafeteria-114668.html,N/A
Jacky's Star Restaurant,"Damascus St, Al Qusais","Dubai, UAE",N/A,+97142582400,N/A,https://www.yellowpages-uae.com/jacky-s-star-restaurant-148017.html,N/A
Jafary Hotel,Electra St,"Abu Dhabi, UAE",3987,+97126332728,N/A,https://www.yellowpages-uae.com/jafary-hotel-111229.html,N/A
Jaipur Restaurant,Burj Khalifa,"Dubai, UAE",20899,+97144226767,N/A,https://www.yellowpages-uae.com/jaipur-restaurant-114500.html,N/A
Japengo Cafe,The Dubai Mall,"Dubai, UAE",N/A,+97144341433,N/A,https://www.yellowpages-uae.com/japengo-caf--145641.html,N/A
Jar Al Qamar Restaurant,Etisalat Rd,"Abu Dhabi, UAE",N/A,+97122222770,N/A,https://www.yellowpages-uae.com/jar-al-qamar-restaurant-164590.html,N/A
Jedoudna Restaurant,"Shop No. 12, Rimal Hotel, JBR","Dubai, UAE",N/A,+97144230766,N/A,https://www.yellowpages-uae.com/jedoudna-restaurant-175640.html,N/A
Jesir Al Madinah Cafeteria,"Near Al Manama Hypermarket, Opposite Traffic Police Office","Sharjah, UAE",46528,+97165480426,+971523013046,https://www.yellowpages-uae.com/jesir-al-madinah-cafeteria-175367.html,N/A
Jetty Lounge,"One & Only Royal Mirage, Sufouh","Dubai, UAE",N/A,+97143999999,N/A,https://www.yellowpages-uae.com/jetty-lounge-175761.html,N/A
Jharokha Indian & Chinese Restaurant,"Shop 15, Jumeirah Bay Tower, X2, JLT","Dubai, UAE",N/A,+97143619601,N/A,https://www.yellowpages-uae.com/jharokha-indian-chinese-restaurant-175313.html,N/A
Jimma Cafe,Deira,"Dubai, UAE",N/A,+97142717610,N/A,https://www.yellowpages-uae.com/jimma-cafe-175762.html,N/A
Jims Kitchen Table,Masdar City,"Abu Dhabi, UAE",N/A,+97124919401,N/A,https://www.yellowpages-uae.com/jims-kitchen-table-175654.html,N/A
Jing Asia,"Crowne Plaza, Abu Dhabi Yas Island","Abu Dhabi, UAE",N/A,+97126563000,N/A,https://www.yellowpages-uae.com/jing-asia-175703.html,N/A
Jodha Akbar Restaurant,"225, Jumeirah St., Umm Suqeim 1","Dubai, UAE",N/A,+97143308863,+971506950629,https://www.yellowpages-uae.com/dubai-jodha-akbar-restaurant-187730.html,N/A
Johar Restaurant,"Al Fahidi St, Bur Dubai","Dubai, UAE",12516,+97143523509,N/A,https://www.yellowpages-uae.com/johar-restaurant-111617.html,N/A
Jouharat Al Arab Refreshment,Khalidia St,"Abu Dhabi, UAE",75256,+97126665141,N/A,https://www.yellowpages-uae.com/jouharat-al-arab-refreshment-124782.html,N/A
Juice World,"Near Al Rigga MS, Al Rigga St, Deira","Dubai, UAE",184934,+97142999465,N/A,https://www.yellowpages-uae.com/juice-world-175247.html,N/A
Jumeira Falcon Cafeteria & Restaurant,"Al Baraka Masjid Bldg, Near Irani Hospital, Jumeirah 1","Dubai, UAE",N/A,+97143455540,N/A,https://www.yellowpages-uae.com/jumeira-falcon-cafeteria-restaurant-146017.html,N/A
Just Falafel,Hamdan St,"Abu Dhabi, UAE",N/A,+97126262099,N/A,https://www.yellowpages-uae.com/just-falafel-145309.html,N/A
K & K Restaurant,Ras Al Khor,"Dubai, UAE",65892,+97142896785,N/A,https://www.yellowpages-uae.com/k-k-restaurant-152390.html,N/A
Kabab Erbil Iraqi Restaurant,Al Rigga,"Dubai, UAE",N/A,+97142691722,N/A,https://www.yellowpages-uae.com/kabab-erbil-iraqi-restaurant-175245.html,N/A
Kabab House,"Near Dubai Hosp, Al Khaleej St, Deira","Dubai, UAE",N/A,+97142699980,+971506756556,https://www.yellowpages-uae.com/kabab-house-175345.html,N/A
Kabab Rolls,Khalidiya Mall,"Abu Dhabi, UAE",N/A,+97126390089,N/A,https://www.yellowpages-uae.com/kabab-rolls-145310.html,N/A
Kabab Rolls Al Barsha Restaurant LLC,"Shop 2, Barsha Business Square, Al Barsha 1","Dubai, UAE",391143,+97143256166,+971505659389,https://www.yellowpages-uae.com/kabab-rolls-al-barsha-restaurant-llc-143416.html,N/A
Kababi Restaurant,"Next to Emirates NBD, Opposite Dubai Zoo, Jumeirah Beach Road, Jumeirah 1","Dubai, UAE",N/A,+97143435910,+971561556270,https://www.yellowpages-uae.com/al-barza-restaurant-and-cafe-175496.html,N/A
Kababs & Kurries,"The Souk, Central Market","Abu Dhabi, UAE",N/A,+97126882522,N/A,https://www.yellowpages-uae.com/kababs-kurries-175637.html,N/A
Kabul Darbar Restaurant,"Naif Rd, Deira","Dubai, UAE",N/A,+97142394445,+971528999191,https://www.yellowpages-uae.com/kabul-darbar-restaurant-175305.html,N/A
Kaffa Beans,Dubai Silicon Oasis,"Dubai, UAE",N/A,+97143312204,+971523876140,https://www.yellowpages-uae.com/kaffa-beans-175281.html,N/A
Kairali Restaurant,"Al Rayan Hotel Bldg, Abubaker Al Siddiq St, Al Nakheel","Ajman, UAE",4895,+97167457676,N/A,https://www.yellowpages-uae.com/kairali-restaurant-150832.html,N/A
Kalispera Cafe,Defense Rd,"Abu Dhabi, UAE",106854,+97126418283,N/A,https://www.yellowpages-uae.com/kalispera-cafe-131700.html,N/A
Kamat,"Ground Level, Bay Avenue, Executive Towers G, Business Bay","Dubai, UAE",28106,+97144535471,N/A,https://www.yellowpages-uae.com/kamat-104878.html,N/A
Kanzaman Restaurant,Al Shindaga Heritage Village,"Dubai, UAE",111488,+97143342243,N/A,https://www.yellowpages-uae.com/kanzaman-restaurant-127905.html,N/A
Karachi Golden Restaurant & Cafeteria,Bhnd Hor Al Anz Park,"Dubai, UAE",N/A,+97142689100,N/A,https://www.yellowpages-uae.com/karachi-golden-restaurant-cafeteria-147389.html,N/A
Karachi Inn Restaurant LLC,N/A,"Dubai, UAE",N/A,+97143598200,N/A,https://www.yellowpages-uae.com/karachi-inn-restaurant-llc-142826.html,N/A
Karachi Restaurant,Al Qusais Indl Area 3,"Dubai, UAE",6120,+97142673131,N/A,https://www.yellowpages-uae.com/karachi-restaurant-106477.html,N/A
Karaikudi Aachi Restaurant & Sweets LLC,"Shop 1, Al Fahidi Souq, Bur Dubai","Dubai, UAE",242927,+97143231346,+971551346057,https://www.yellowpages-uae.com/karaikudi-aachi-restaurant-sweets-llc-175294.html,N/A
Karak Time Cafeteria,"Bhnd NMC Hosp, Al Nahda 2, Al Qusais","Dubai, UAE",N/A,+97142588844,+971503000865,https://www.yellowpages-uae.com/karak-time-cafeteria-175244.html,N/A
Kashmir Palace Restaurant,"Hamdan Colony, Karama","Dubai, UAE",32765,+97143963086,N/A,https://www.yellowpages-uae.com/kashmir-palace-restaurant-126294.html,N/A
Kashmir Restaurant,King Faisal R/A,"Sharjah, UAE",5617,+97165335861,N/A,https://www.yellowpages-uae.com/kashmir-restaurant-133276.html,N/A
Kayal Star Restaurant LLC,Al Qusais,"Dubai, UAE",237876,+97142392891,N/A,https://www.yellowpages-uae.com/kayal-star-restaurant-llc-144639.html,N/A
Kerala Castle Restaurant,"Near NMC Hosp, Amman Rd, Al Nahda 2","Dubai, UAE",N/A,+97142390740,+971569705294,https://www.yellowpages-uae.com/kerala-castle-restaurant-175235.html,N/A
Kerala Kitchen,"Between Sana Fashion & Lulu Hypermarket, Karama","Dubai, UAE",N/A,+97143376406,N/A,https://www.yellowpages-uae.com/kerala-kitchen-143415.html,N/A
Kerala Palace Restaurant,"Near Macro S/Market, J & P R/A, Cricket Stadium Rd","Sharjah, UAE",150020,+97165433220,N/A,https://www.yellowpages-uae.com/kerala-palace-restaurant-132433.html,N/A
Khairat Al Madinah Restaurant,"Bhnd Citymax, Abu Shagara","Sharjah, UAE",N/A,+97165500095,+971554700188,https://www.yellowpages-uae.com/khairat-al-madinah-restaurant-175359.html,N/A
Khalfan Al Jalaf Restaurant,"Al Shaab Colony, Deira","Dubai, UAE",1453,+97142626792,N/A,https://www.yellowpages-uae.com/khalfan-al-jalaf-restaurant-111935.html,N/A
Khan's Dastarkhwan,Al Qusais,"Dubai, UAE",N/A,+97142585900,N/A,https://www.yellowpages-uae.com/khan-s-dastarkhwan-144640.html,N/A
Khanji Restaurant,"Behind Al Masah Crystal, Al Wahda Road, Abu Shagara","Sharjah, UAE",N/A,+97165770177,+971561672353,https://www.yellowpages-uae.com/khanji-restaurant-175592.html,N/A
Khater Mirch Masala Restaurant LLC,Karama,"Dubai, UAE",114545,+97143344334,N/A,https://www.yellowpages-uae.com/khater-mirch-masala-restaurant-llc-120924.html,N/A
Khazana,"Bhnd American Hospital, Oud Metha Rd","Dubai, UAE",25579,+97143360061,N/A,https://www.yellowpages-uae.com/khazana-130529.html,N/A
Khebz and Meleh Restaurent,Tawwon,"Sharjah, UAE",N/A,+97165255262,+971567173371,https://www.yellowpages-uae.com/khebz-and-meleh-restaurent-170551.html,N/A
Khoory Kabab Restaurant,"Near Al Manar Hotel, Behind Abjar Grand Hotel, Abu Hail","Dubai, UAE",N/A,+97142666322,+971509438787,https://www.yellowpages-uae.com/khoory-kabab-restaurant-175598.html,N/A
King Chef Restaurant,"Near Al Shirawi Ent, Noor Islamic Metro Station, Al Quoz","Dubai, UAE",N/A,+97143466262,N/A,https://www.yellowpages-uae.com/king-chef-restaurant-146539.html,N/A
King Karak Cafe,"Behind Honda Showroom, Electra Street","Abu Dhabi, UAE",N/A,+97126674752,+971582825149,https://www.yellowpages-uae.com/king-karak-cafe-175495.html,N/A
King Mindi,Airport Rd,"Abu Dhabi, UAE",N/A,+97126437723,N/A,https://www.yellowpages-uae.com/king-mindi-145487.html,N/A
Kisaku,"Al Khaleej Palace Hotel, Near Etisalat Bldg, Al Maktoum Rd","Dubai, UAE",3720,+9714223100,N/A,https://www.yellowpages-uae.com/kisaku-62642.html,N/A
Kobe Sizzlers,"Office 2, The Code Building, Sheikh Khalifa Bin Zayed Street, Opposite Burjuman","Dubai, UAE",554509,+97142555816,+971509153243,https://www.yellowpages-uae.com/kobe-sizzlers-178713.html,N/A
Kohat Restaurant LLC,Muroor Rd,"Abu Dhabi, UAE",26952,+97124485502,N/A,https://www.yellowpages-uae.com/kohat-restaurant-llc-131732.html,N/A
Koi Japanese Restaurant,"The Collection, Saadiyat Island","Abu Dhabi, UAE",N/A,+97126783334,N/A,https://www.yellowpages-uae.com/koi-japanese-restaurant-175704.html,N/A
Kolkata Rolls N' Kababs,"G Flr, Block L, Opp Parking Area, Karama Souq","Dubai, UAE",81445,+97143796667,N/A,https://www.yellowpages-uae.com/kolkata-rolls-n-kababs-145665.html,N/A
Komedor Restaurant LLC,"Shop 1, Lahej Building, Karama","Dubai, UAE",N/A,+97143940007,+971521334377,https://www.yellowpages-uae.com/komedor-restaurant-llc-175277.html,N/A
Konkans Restaurant LLC,"Behind Sultan Bakeries, Najda Street","Abu Dhabi, UAE",51887,+97126760588,N/A,https://www.yellowpages-uae.com/konkans-restaurant-llc-175571.html,N/A
Kosebasi,"JBR, JBR","Dubai, UAE",N/A,+97144393788,N/A,https://www.yellowpages-uae.com/kosebasi-102812.html,N/A
Kozhikode Star Restaurant LLC,Deira,"Dubai, UAE",N/A,+97142224650,+971507020287,https://www.yellowpages-uae.com/kozhikode-star-restaurant-llc-175279.html,N/A
Krispy Kreme Doughnuts,N/A,"Sharjah, UAE",N/A,+97100525556,N/A,https://www.yellowpages-uae.com/krispy-kreme-doughnuts-147204.html,N/A
Kulcha King,"Meena Bazar, Bur Dubai","Dubai, UAE",N/A,+97100 585242,N/A,https://www.yellowpages-uae.com/kulcha-king-175329.html,N/A
Kumarakom Restaurant,"Al Mansour Bldg, Near Dubai Residential Oasis, Al Qusais","Dubai, UAE",N/A,+97142205858,N/A,https://www.yellowpages-uae.com/kumarakom-restaurant-68488.html,N/A
Kuwaiti Restaurant,Dibba Al Hassan,"Fujairah, UAE",12068,+97192443599,N/A,https://www.yellowpages-uae.com/kuwaiti-restaurant-122077.html,N/A
La Brioche,Marina Mall,"Abu Dhabi, UAE",N/A,+97126815531,N/A,https://www.yellowpages-uae.com/la-brioche-145583.html,N/A
La Fontana Cafe,Hamdan St,"Abu Dhabi, UAE",47838,+97126779500,N/A,https://www.yellowpages-uae.com/la-fontana-cafe-121306.html,N/A
La Mamma,Sheraton. Al Markaziyah,"Abu Dhabi, UAE",N/A,+97126970238,N/A,https://www.yellowpages-uae.com/la-mamma-175705.html,N/A
La Parilla,Jumeirah Beach Hotel,"Dubai, UAE",N/A,+97143480000,N/A,https://www.yellowpages-uae.com/la-parilla-67725.html,N/A
La Piazza/Coffee Shop - Sands Hotel,"Near Emirates Gen Market, Electra St","Abu Dhabi, UAE",32430,+97126335335,N/A,https://www.yellowpages-uae.com/la-piazza-coffee-shop-sands-hotel-111921.html,N/A
La Rosa Restaurant and Cafe,"Al Zarooni Building, Near Al Rigga Metro Station, Al Rigga","Dubai, UAE",1164,+97142278483,+971566901680,https://www.yellowpages-uae.com/la-rosa-restaurant-and-cafe-175233.html,N/A
Labour Power Restaurant,"Near Grand Mini Mall, Jebel Ali Indl Area 2","Jebel Ali, UAE",N/A,+97148804993,N/A,https://www.yellowpages-uae.com/labour-power-restaurant-102817.html,N/A
Lafayette Gourmet,The Dubai Mall,"Dubai, UAE",N/A,+97143399933,N/A,https://www.yellowpages-uae.com/lafayette-gourmet-67410.html,N/A
Laffah Restaurant,Qasba,"Sharjah, UAE",N/A,+97165569877,+971551493022,https://www.yellowpages-uae.com/laffah-restaurant-175297.html,N/A
Lahori Darbar Restaurant,Al Quoz Industrial Area 2,"Dubai, UAE",393878,+97143412125,+971559787855,https://www.yellowpages-uae.com/lahori-darbar-restaurant-175600.html,N/A
Lahori Pakwan Restaurant,"Opp Al Baraha Mobile Market, Deira","Dubai, UAE",N/A,+97142727065,N/A,https://www.yellowpages-uae.com/lahori-pakwan-restaurant-175278.html,N/A
Laibense Cafe,"Al Rigga Rd, Deira","Dubai, UAE",183721,+97142943278,N/A,https://www.yellowpages-uae.com/laibense-cafe-175331.html,N/A
Lamagon Restaurants And Sweets,Mamzar,"Dubai, UAE",N/A,+97142525252,N/A,https://www.yellowpages-uae.com/lamagon-restaurants-and-sweets-175267.html,N/A
Lanah Restaurant & Café LLC,Sh Zayed Rd,"Dubai, UAE",N/A,+97143250046,N/A,https://www.yellowpages-uae.com/lanah-restaurant-café-llc-144666.html,N/A
Landmark Restaurant,"Malmas Al Madeena H/M Bldg, Near Parco, Jebel Ali Indl Area 2","Jebel Ali, UAE",N/A,+97148840430,N/A,https://www.yellowpages-uae.com/landmark-restaurant-102818.html,N/A
Layali,Tilal Liwa Hotel,"Abu Dhabi, UAE",N/A,+97128946111,N/A,https://www.yellowpages-uae.com/layali-143722.html,N/A
Layali Al Shaam Restaurant,TCA,"Abu Dhabi, UAE",N/A,+97126741337,N/A,https://www.yellowpages-uae.com/layali-al-shaam-restaurant-145509.html,N/A
Layaly Iskandaria,"Opp Baby Shop, Al Qassimia St","Sharjah, UAE",68573,+97165663610,N/A,https://www.yellowpages-uae.com/layaly-iskandaria-148169.html,N/A
Lazeez Indian Cuisine,Hamdan Bin Mohamed Street,"Abu Dhabi, UAE",109189,+97126777070,N/A,https://www.yellowpages-uae.com/lazeez-indian-cuisine-175508.html,N/A
Le Beaujolais,Hamdan Street,"Abu Dhabi, UAE",N/A,+97126333555,N/A,https://www.yellowpages-uae.com/le-beaujolais-175655.html,N/A
Lebanese Mill Restaurant,Passport Road,"Abu Dhabi, UAE",N/A,+97126419996,N/A,https://www.yellowpages-uae.com/lebanese-mill-restaurant-175524.html,N/A
Lebanese Roaster,"G Flr, Al Futtaim Bldg, Opp Deira Water Tank, Deira","Dubai, UAE",N/A,+97142285905,N/A,https://www.yellowpages-uae.com/lebanese-roaster-105716.html,N/A
Leila Restaurant,Mirdif City Centre,"Dubai, UAE",N/A,+971561880045,N/A,https://www.yellowpages-uae.com/leila-restaurant-175763.html,N/A
Lemongrass,Mushrif Mall,"Abu Dhabi, UAE",N/A,+97126500205,N/A,https://www.yellowpages-uae.com/lemongrass-147964.html,N/A
Leopolds Of London,Maryah Island,"Abu Dhabi, UAE",N/A,+97126654776,N/A,https://www.yellowpages-uae.com/leopolds-of-london-175656.html,N/A
Li Beirut,"Jumeirah Al Etihad Towers, Al Khubeirah","Abu Dhabi, UAE",N/A,+97128115555,N/A,https://www.yellowpages-uae.com/li-beirut-175706.html,N/A
Li Jiang,"Ritz Carlton, Khor Al Maqta","Abu Dhabi, UAE",N/A,+97128188282,N/A,https://www.yellowpages-uae.com/li-jiang-175707.html,N/A
Lifestyle Family Restaurant,"Al Ahli House - 4, Qusais","Dubai, UAE",N/A,+97142589940,N/A,https://www.yellowpages-uae.com/lifestyle-family-restaurant-143558.html,N/A
Light Food Retaurant And Cafeteria,"Near New Burjuman Centre, Bhnd Iranian School, Karama","Dubai, UAE",N/A,+97143963562,+971556226125,https://www.yellowpages-uae.com/light-food-retaurant-and-cafeteria-175265.html,N/A
Light Star Cafeteria,"Near Palm Beach Hotel, Bur Dubai","Dubai, UAE",N/A,+97143554121,+971553352290,https://www.yellowpages-uae.com/light-star-cafeteria-175310.html,N/A
Little Manila Restaurant,N/A,"Dubai, UAE",N/A,+97100 626452,N/A,https://www.yellowpages-uae.com/little-manila-restaurant-175339.html,N/A
Lolas Best Restaurant,Jafliya,"Dubai, UAE",N/A,+97143989193,N/A,https://www.yellowpages-uae.com/lolas-best-restaurant-147779.html,N/A
London Fish & Chips,Mirdif City Centre,"Dubai, UAE",N/A,+97100 566366,N/A,https://www.yellowpages-uae.com/london-fish-chips-175357.html,N/A
Lubna Restaurant,"Bhnd National Bank Of Dubai, Near Astoria, Meena Bazar, Bur Dubai","Dubai, UAE",45595,+97143550498,+971553274228,https://www.yellowpages-uae.com/lubna-restaurant-175293.html,N/A
Luciano,Dubai Marina,"Dubai, UAE",N/A,+97143995000,N/A,https://www.yellowpages-uae.com/luciano-67732.html,N/A
Luna Restaurant and Coffee Shop,Madhab Area,"Fujairah, UAE",206,+97192233800,N/A,https://www.yellowpages-uae.com/luna-restaurant-and-coffee-shop-133648.html,N/A
Lyari Darbar Restaurant,"Al Amal Building, Opp Old Labour Office, Near Mamzar Centre, Abu Hail","Dubai, UAE",N/A,+97142667767,+971501818177,https://www.yellowpages-uae.com/lyari-darbar-restaurant-175300.html,N/A
Madeena Restaurant,Mussafah,"Abu Dhabi, UAE",8586,+97125553727,N/A,https://www.yellowpages-uae.com/madeena-restaurant-113875.html,N/A
Madeenat Haridwar Restaurant LLC,"Near Mobaila Roundabout, Qassimiya Street, Yarmook","Sharjah, UAE",N/A,+97165542929,N/A,https://www.yellowpages-uae.com/madeenat-haridwar-restaurant-llc-175593.html,N/A
Madina Flowers Restaurant,"Between Lal's S/Market & Iranian Hospital, Satwa","Dubai, UAE",23118,+97143497126,N/A,https://www.yellowpages-uae.com/madina-flowers-restaurant-140099.html,N/A
Madina Islamabad Restaurant,Abu Shagara,"Sharjah, UAE",N/A,+97165598846,+971557807047,https://www.yellowpages-uae.com/madina-islamabad-restaurant-175368.html,N/A
Madinat Salwa Restaurant,"Opp Zulekha Hospital, Al Butina","Sharjah, UAE",N/A,+97165212042,N/A,https://www.yellowpages-uae.com/madinat-salwa-restaurant-146790.html,N/A
Madras Star Vegetarian Restaurant,Deira,"Dubai, UAE",N/A,+97142660043,N/A,https://www.yellowpages-uae.com/madras-star-vegetarian-restaurant-107190.html,N/A
Madras Vegetarian Restaurant LLC,"Near Abu Hail Metro Station, Deira","Dubai, UAE",N/A,+97142691147,N/A,https://www.yellowpages-uae.com/madras-vegetarian-restaurant-llc-105432.html,N/A
Madurai Restaurant LLC,Hamdan St,"Abu Dhabi, UAE",127473,+97126724257,N/A,https://www.yellowpages-uae.com/madurai-restaurant-llc-141969.html,N/A
Magic Fork Restaurant,Karama,"Dubai, UAE",50253,+97143972424,N/A,https://www.yellowpages-uae.com/magic-fork-restaurant-141982.html,N/A
Maharaja Palace,Muroor Rd,"Abu Dhabi, UAE",N/A,+97126429888,N/A,https://www.yellowpages-uae.com/maharaja-palace-145339.html,N/A
Maharath Cafeteria,"Bhnd Mubarak Centre, Near Al Zarka Hotel, Al Nabba St","Sharjah, UAE",N/A,+97165636774,N/A,https://www.yellowpages-uae.com/maharath-cafeteria-148304.html,N/A
Mahe Restaurant,"Bhnd Naif Park, Naif Rd, Deira","Dubai, UAE",4751,+97142213623,N/A,https://www.yellowpages-uae.com/mahe-restaurant-113624.html,N/A
Mahesh Restaurant,Karama,"Dubai, UAE",N/A,+97143968087,N/A,https://www.yellowpages-uae.com/mahesh-restaurant-175764.html,N/A
Mahroof Restaurant,Khalifa St,"Abu Dhabi, UAE",25708,+97126275947,N/A,https://www.yellowpages-uae.com/mahroof-restaurant-121016.html,N/A
Majlis Pakistan Restaurant LLC,Opp Gold Center,"Sharjah, UAE",N/A,+97165669347,N/A,https://www.yellowpages-uae.com/majlis-pakistan-restaurant-llc-151048.html,N/A
Malabar Chef Restaurant,"Behind NDC, Salam Street","Abu Dhabi, UAE",N/A,+97126747220,+971569252086,https://www.yellowpages-uae.com/malabar-chef-restaurant-175520.html,N/A
Malabar Restaurant,"Opp Malabar Super Market, Deira","Dubai, UAE",N/A,+97142239510,+97142239511,https://www.yellowpages-uae.com/malabar-restaurant-175215.html,N/A
Malanaad Restaurant,"Bhnd SHJ Coop, Abu Shagara","Sharjah, UAE",N/A,+97165740001,+971544008841,https://www.yellowpages-uae.com/malanaad-restaurant-175361.html,N/A
Mamma Italia Restaurant,Jumeira Beach Road,"Dubai, UAE",N/A,+97143380872,+971501182464,https://www.yellowpages-uae.com/mamma-italia-restaurant-175539.html,N/A
Mandi Plov Restaurant,"Shop 20, W 09 Building, Russia Cluster, International City","Dubai, UAE",N/A,+97144211827,+971505152533,https://www.yellowpages-uae.com/mandi-plov-restaurant-174449.html,N/A
Manishaz Kitchen,Abu Shagara,"Sharjah, UAE",N/A,+97165632215,N/A,https://www.yellowpages-uae.com/manishaz-kitchen-175259.html,N/A
Mannaland Restaurant,Satwa,"Dubai, UAE",N/A,+97143451300,N/A,https://www.yellowpages-uae.com/mannaland-restaurant-175765.html,N/A
Manvaar Restaurant LLC,N/A,"Dubai, UAE",49936,+97143368332,N/A,https://www.yellowpages-uae.com/manvaar-restaurant-llc-141349.html,N/A
Marakesh,"Millenium Hotel Abu Dhabi, Khalifa St.","Abu Dhabi, UAE",N/A,+97126146000,N/A,https://www.yellowpages-uae.com/marakesh-101137.html,N/A
Marco Pierre White Steakhouse & Grill,Farimont Bab Al Bahr,"Abu Dhabi, UAE",N/A,+97126543333,N/A,https://www.yellowpages-uae.com/marco-pierre-white-steakhouse-grill-175737.html,N/A
Mareb Mandi Restaurant,Al Garhoud,"Dubai, UAE",N/A,+97142955590,N/A,https://www.yellowpages-uae.com/mareb-mandi-restaurant-175553.html,N/A
Maria Bonita Taco Shop & Grill,Jumeirah,"Dubai, UAE",N/A,+97143955576,N/A,https://www.yellowpages-uae.com/maria-bonita-taco-shop-grill-175766.html,N/A
Marina Al Bateen Resort,Corniche,"Abu Dhabi, UAE",44044,+97126651516,N/A,https://www.yellowpages-uae.com/marina-al-bateen-resort-133846.html,N/A
Market Kitchen,"Le Royal Meridian, Al Markaziyah","Abu Dhabi, UAE",N/A,+97126742020,N/A,https://www.yellowpages-uae.com/market-kitchen-175708.html,N/A
Marwan Murad Restaurant,Jumeirah Beach Rd,"Dubai, UAE",50156,+97143453419,N/A,https://www.yellowpages-uae.com/marwan-murad-restaurant-138093.html,N/A
Masco Group,Deira,"Dubai, UAE",233891,+97142943533,N/A,https://www.yellowpages-uae.com/masco-group-161565.html,N/A
Mashhad Restaurant,Qusais,"Dubai, UAE",1492,+97142671445,N/A,https://www.yellowpages-uae.com/mashhad-restaurant-175322.html,N/A
Massaad BBQ,"City Tower 2, Shk Zayed Road","Dubai, UAE",N/A,+97143589776,N/A,https://www.yellowpages-uae.com/massaad-bbq-175565.html,N/A
Mawal Restaurants Management LLC,Hamdan St,"Abu Dhabi, UAE",34836,+97126721999,N/A,https://www.yellowpages-uae.com/mawal-restaurants-management-llc-138524.html,N/A
